ID_CLASSIFICACAO;CLASSIFICACAO_NOME
12775;Grupos de anos de direção dos trabalhos nos estabelecimentos agropecuários
12776;Membro da família com atividade econômica fora do estabelecimento agropecuário
12777;Tipo de utilização das terras
12778;Espécie animal da pecuária
1278;Aspectos do Plano Municipal de Habitação
128;Idade quando experimentou bebida alcoólica pela 1ª vez
1280;Conhecimento da Língua Brasileira de Sinais - Libras
1281;Grau de dificuldade para ouvir
1282;Tipo de aparelho de auxílio
12826;Atividades econômicas
1283;Tipo de deficiência
1284;Tipo de alimento ingerido desde o dia anterior ao dia da entrevista até a manhã do dia da entrevista
1286;Procedimento realizado nas consultas de pré-natal
1287;Tipo de exame realizado durante o pré-natal
12894;Classes de valor da produção
12896;Agricultura familiar
12897;Tipo de gás
12898;Setores de emissão de gases
12899;Tipo de nutriente
12900;Classes de uso e principais ingredientes ativos
12901;Classes toxicológicas
12902;Tipo de lavoura
1291;Ter mulher grávida
12917;Classes de vulnerabilidade climática à desertificação
12918;Modalidade
12919;Grupos taxonômicos
1292;Desejabilidade de ter o filho(a) da gravidez mais recente
12920;Categorias de risco
12921;Habitats
12923;Tipo de uso e categoria de manejo da unidade de conservação
12924;Classes da fauna silvestre
12926;Apéndices da CITES
12927;Espécies da fauna brasileira incluídas na CITES
12928;Espécies da flora brasileira incluídas na CITES
12930;Danos causados ao meio ambiente e/ou ao homem
12931;Hábito ou forma de vida
12932;Local de origem
12933;Tipo de destinação final do lixo
12934;Tipo de abastecimento de água
12935;Critérios de adequação
12936;Substâncias minerais
12937;Atividades industriais
12938;Depósitos intermediários dos Institutos da Comissão Nacional de Energia Nuclear
12940;Tipo de depósito de subprodutos industriais e rejeitos radioativos
12941;Área de atividade
12942;Modalidade do curso
12947;Tipo de agricultura
12954;Tipo de leite
12961;Existência de catadores nas unidades de disposição de resíduos no solo
12962;Área do setor de saneamento
12963;Tipo de doença
12965;Forma de execução do serviço
12966;Tipo de instrumento legal regulador
12967;Existência de legislação municipal sobre proteção de mananciais
12968;Existência de legislação municipal que exige a aprovação de sistema de abastecimento de água para loteamentos novos
12969;Característica do órgão municipal gestor
12970;Existência de legislação municipal que exige aprovação e implantação de sistema de esgotamento sanitário para loteamentos novos
12972;Existência de legislação municipal que exige a aprovação de sistema de manejo de águas pluviais para loteamentos novos
12973;Existência de legislação municipal que prevê mecanismo de controle das águas pluviais efluentes de novos loteamentos
12974;Existência de legislação municipal que prevê mecanismo de preservação das áreas de recarga de águas subterrânes
12975;Existência e forma de cobrança dos serviços especiais ou eventuais
12976;Tipo de resíduo
12977;Existência de catadores na zona urbana
12978;Existência e número de cooperativas ou associações de catadores
12979;Forma de participação de catadores
12983;Existência e forma de cobrança pelo serviço
130;Nos últimos 30 dias, nos dias em que o escolar tomou alguma bebida alcólica, quantos copos ou doses tomou po dia
131;Na vida do escolar, quantas vezes ele bebeu tanto que ficou realmente bêbado
1311;Ocorrência de internação de pessoas em virtude da COVID-19
1312;Produtos energéticos da biomassa
132;Densidade de moradores por dormitório
1324;Existência de estrutura organizacional nas áreas de habitação, transporte, agropecuária e meio ambiente
1325;Aspectos da Conferência Municipal
1328;Existência de Conselho Municipal
1329;Existência de Plano Municipal
133;Religião
1331;Existência de Fundo Municipal
1332;Tipo de produto
1333;Forma de acesso
1334;Existência de programa ou ação para estímulo às atividade agropecuárias
134;Tipo de deficiência permanente
1340;Fonte de emissão de gases de efeito estufa
1341;Item de gasto
1346;Ocorrência de seca nos últimos 4 anos
1347;Plano de Contingência e/ou Prevenção para a seca
1348;Instalação de tendas de triagem para o combate a COVID-19
1349;Ocorrência de internações acima da capacidade de leitos e de UTI públicos ou privados conveniados ao SUS
135;Grau e série que frequentavam
1350;Situação de informalidade
1351;Tipo de roubo
1353;Tipo de furto
1354;Local de ocorrência do furto
1355;Procura de polícia ou guarda municipal
1356;Tipo de polícia ou guarda municipal
1357;Registro de ocorrência na polícia
1359;Motivo de não procurar a polícia ou guarda municipal
136;Grau do curso completo mais elevado
1360;Local de ocorrência do roubo
1361;Uso de arma
1362;Tipo de arma
1363;Pertencimento a Unidade de Conservação (UC) versus Agricultura Familiar
137;Tipo de material das paredes externas
1371;Existência de dispositivo ou funcionário para segurança
1373;Tipo de dispositivo ou funcionário para segurança
1374;Grande Região e Unidade da Federação de origem
1377;Vitimização de furto fora do domicílio
1378;Grande Região e Unidade da Federação de destino
138;Tipo de material da cobertura
1380;Sensação de segurança em um local
1383;Sensação de segurança ao andar sozinho(a) nas redondezas ou arredores do domicílio
1384;Vitimização de roubo
1385;Existência no domicílio de morador vítima de furto ou roubo
1386;Existência de furto ou roubo do domicílio
1387;Sensação de segurança no domicílio
1388;Existência e avaliação dos serviços nos arredores do domicílio
139;Espécie de família
1391;Existência de incivilidade nos arredores do domicílio
1392;Existência de violência ou crime ocorrido nos arredores do domicílio
1393;Meio de informação sobre crimes na cidade em que reside
1394;Nível de confiança nas pessoas
14;Características do entorno
140;Número de pessoas
1400;Nível de confiança nas instituições
1402;Percepção do risco de vitimização
1403;Evitação de atividade ou situação por motivo de segurança
1405;Trimestres do ano
1406;Tipo de incivilidade
1407;Tipo de serviço
141;Grupos de renda dos estabelecimentos agropecuários
1410;Tipo de violência ou crime
1411;Tipo de vitimização
1412;Tipo de local
1413;Período do dia
1414;Grupo de pessoas
1416;Tipo de instituição
1417;Atividade ou situação que pode ser evitada por motivo de segurança
1419;Cor ou raça do prefeito
142;Número de empregados permanentes
1425;Disposição final
1427;Relação de parentesco da pessoa responsável pelos cuidados de saúde da criança
143;Densidade de moradores por cômodo
1437;Nível de instrução da pessoa responsável pelos cuidados de saúde da criança
144;Classes de rendimento nominal médio mensal domiciliar
145;Se o escolar chegasse em casa bêbado, qual seria a reação da família dele se ficasse sabendo
1468;Nota atribuída ao serviço de saúde pela pessoa responsável pelos cuidados de saúde da criança
147;Alguma vez o escolar já usou alguma droga, tais como: maconha, cocaína, crack, cola, loló, lança perfume, ecstasy ou outra
1472;Principal motivo da nota atribuída ao serviço de saúde pela pessoa responsável pelos cuidados de saúde da criança
1475;Última consulta médica realizada
1476;Principal motivo da útima consulta médica
1480;Existência de Plano Diretor
1483;Ano de criação da legislação
1484;Existência de estrutura organizacional nas áreas de educação, cultura, esporte e saúde
1485;Primeiro atendimento da criança por esse médico
1486;Área de formação do titular do órgão gestor da área de educação
1488;Temas prioritários para os quais o órgão gestor da educação esteja adotando medidas ou ações
1489;Adoção de medidas de combate a discriminação pelo órgão gestor da educação
149;Nos últimos 30 dias,quantas vezes usou drogas tais como: maconha, cocaína, crack, cola, loló, lança perfume, ecstasy ou outra
1490;Existência de projetos no órgão gestor da educação
1493;Instituição de Fórum Permanente de Educação
1494;Existência de Plano de Carreira para o Magistério
1495;Critérios de progressão/promoção/ascensão utilizados no plano
1496;Existência de previsão expressa do limite de 2/3 (dois terços) da carga horária para o desempenho das atividades de interação com os educandos na lei do plano
1498;Existência de Plano de Carreira vigente para os(as) profissionais da educação não docentes
1499;Ecossistema relacionado à água
1500;Tipo de dinâmica do ecossistema relacionada à agua
1501;Tipo de Movimentação
1502;Existência de dirigentes de cor ou raça preta ou parda (produtor ou cônjuge) versus agricultura familiar
1503;Existência de dirigentes de cor ou raça indígena (produtor ou cônjuge) versus agricultura familiar
1504;Existência de Conselho Municipal na área de educação
1506;Quantidade de dificuldades funcionais
1509;Tipos de dificuldades funcionais
1510;Situação do Conselho Municipal
1511;Existência de Conselho Municipal nas áreas de cultura, esporte e saúde
1514;Composição do Conselho Municipal de Educação
1516;Função do gestor da educação no Conselho Municipal de Educação
1518;Existência de lei municipal que estabelece a criação de conselhos escolares
1519;Responsabilidade da ordenação de despesas da educação
152;O escolar já teve relação sexual alguma vez
1521;Formas de nomeação dos(as) Diretores(as) das escolas da rede municipal de ensino
1523;Levantamento de demanda da população em idade escolar que não esteja sendo atendida
1524;Existência de mecanismos de consulta pública da demanda das famílias por creches
1525;Existência de creche de responsabilidade do poder público municipal
1526;Quantidade de creches municipais
1528;Realização de Conferência Municipal de Cultura nos últimos 4 anos
1529;Existência de Plano Municipal de Cultura
153;Idade quando teve relação sexual pela 1ª vez
1530;Participação da sociedade civil na elaboração do plano
1532;Primeiro e último ano de vigência do plano
1533;Esferas da Unidade de Conservação
1534;Existência de metas no Plano Municipal de Cultura
1535;Existência de legislação municipal de proteção ao patrimônio cultural e previsão de tombamento
1536;Existência de Fundo Municipal de cultura e saúde
1538;Gestão do Fundo Municipal de Cultura
1539;Recursos orçamentários e de outras fontes destinados aos programas culturais
154;Classes de rendimento real médio mensal domiciliar
1540;Existência de apoio a atividades culturais nos últimos 12 meses
1541;Atividades culturais
1542;Desenvolvimento de programa ou ação para implantação e reforma de equipamentos culturais nos últimos 12 meses
1543;Tipos de mídias
1545;Número de canais de TV aberta captados no município
1546;Equipamentos culturais
1547;Quantidade do equipamento cultural
1548;Existência de pontos de cultura
1549;Percentual de execução do orçamento previsto para a cultura no ano anterior ao da pesquisa
155;Na vida do escolar, com quantas pessoas ele já teve relação sexual
1550;Distribuição dos recursos da Lei Aldir Blanc
1552;Percentual de utilização de recurso da Lei Aldir Blanc
1553;Divulgação da Lei Aldir Blanc ao público alvo e suas formas
1556;Cadastro dos proponentes para receber os recursos da Lei Aldir Blanc e suas formas
1558;Existência de critérios sociais de priorização na distribuição dos recursos da lei
156;Nos últimos 12 meses, o escolar teve relações sexuais
1561;Distribuição dos recursos da lei para grupos/atividades culturais
1562;Existência de dificuldades para distribuir os recursos da Lei Aldir Blanc ou razões para não distribuição
1563;Instituição de Sistema Municipal de Esporte
1564;Organismos que integram o SME
1567;Regulamentação da área de esporte por meio de instrumento legal
1568;Nível de instrução
1569;Execução de ações, projetos e programas na área de esporte nos últimos 24 meses
1570;Execução de ações, projetos e programas permanentes de inclusão social através do esporte nos últimos 24 meses
1571;Realização de eventos(s) esportivo(s) no município executado(s) por ou com participação da prefeitura nos últimos 24 meses
1572;Existência de instalações esportivas municipais
1574;Elaboração de calendário de eventos esportivos
1575;Tipo de instalação esportiva municipal
1576;Área de formação do titular do órgão gestor na área de saúde
1577;Responsabilidade da gestão do fundo municipal de saúde
1578;Realização de Conferência Municipal de Saúde
1581;Participação em algum Colegiado de Gestão Regional da Saúde
1582;Ano de elaboração do último plano
1583;Inclusão de ações previstas na Política Nacional de Saúde Integral da População Negra no plano
1584;Inserção dos tópicos específicos nos cursos e processos de formação do pessoal ocupado na área da saúde
1585;Existência de instância específica para conduzir, coordenar e monitorar as ações de saúde voltadas para a população negra
1586;Existência de estabelecimento de saúde de responsabilidade da gestão municipal
1587;Existência de algum estabelecimento de saúde de gestão municipal administrado por terceiros
1588;Número de estabelecimentos de saúde
1589;Existência de Programa de Agentes Comunitários de Saúde
159;O escolar já recebeu na escola orientação sobre prevenção de gravidez
1591;Existência de Programa de Saúde da Família, com ou sem atendimento odontológico básico, ou de estrutura similar
1593;Faixa de pessoal ocupado no Programa de Saúde da Família ou similar
1594;Existencia de equipe atendendo a grupos específicos
1595;Existência de registro das vacinas aplicadas na Caderneta de Saúde da Criança distribuída pelo Ministério da Saúde
1596;Fornecimento da Caderneta de Saúde da Criança para ser distribuída nos estabelecimentos privados de saúde (fora da rede do SUS) que realizam parto e/ou imunização
1597;Tipo de divórcio
1598;Natureza da união conjugal
16;Tipo de agricultor não familiar
160;Utilidades existentes
1608;Existência de modelo próprio de caderneta ou cartão de registro de vacina fornecido ao usuário
1609;Existência de política, programa ou ações na área de saúde
161;Tipo de propriedade da empresa
1610;Existência de programa de Planejamento Familiar ou Reprodutivo
1611;Implantação/colocação do DIU nos serviços de saúde de Atenção Básica
1612;Instalação sanitária
1613;Existência de programas ou ações na área de saúde voltados para grupos populacionais específicos
1614;Referenciamento para outro município para realização de exames de pacientes da Atenção Básica
1615;Referenciamento para outro município internações de pacientes da Atenção Básica
1616;Encaminhamento de pacientes referenciados pela Atenção Básica
1617;Situação do trabalho infantil
1619;Disponibilidade de serviço de atendimento de emergência (Risco de Vida 24 Horas)
162;Produtos
1623;Existência de serviço de nefrologia em estabelecimento público ou conveniado com o SUS
1624;Existência de leitos/berços de unidade de terapia intensiva neonatal em estabelecimento público ou conveniado com o SUS
1625;Existência de leitos/berços de cuidados intermediários em estabelecimento público ou conveniado com o SUS
1626;Existência de hospitais de ensino e pesquisa credenciados pelos Ministérios da Saúde e da Educação para atendimento à saúde, participando da formação de estudante de graduação e pós-graduação
1628;Existência de instituição de responsabilidade da saúde, pública ou conveniada ao SUS, que faça atendimento específico ao usuário de drogas ilícitas
163;Tipo de atividade do estabelecimento
1630;Existência de estabelecimentos de saúde públicos ou conveniados ao SUS que realizaran parto hospitalar
1634;Grupo de horas efetivamente dedicadas aos afazeres domésticos ou cuidados de pessoas
1635;Tipos de atividades realizadas
1643;Existência de Centro de Parto Normal
1645;Existência de Casa da Gestante
1647;Realização de busca ativa dos casos de nascidos vivos não registrados, no intuito de promover o registro civil de nascimento
1649;Realização de serviços de vigilância em saúde
165;O escolar já recebeu na escola orientação sobre Aids ou outras doenças sexualmente transmissíveis (DSTs)
1653;Lista TIP
1657;Trabalho por meio de plataforma digital de serviço ou comércio no trabalho principal
1658;Trabalho por meio de plataforma digital de serviço no trabalho principal
166;Tipo de unidade armazenadora
1661;Tipo de plataforma de serviço utilizada no trabalho principal
1667;Existência de local (público ou privado) com condições de realizar testes PCR ou sorológicos em pacientes suspeitos de COVID-19
1668;Necessidade de referenciar o(s) paciente(s) para outro município
167;O escolar já recebeu na escola orientação sobre como conseguir preservativo gratuitamente
1670;Utilização de plataforma de comércio eletrônico para vender produtos no trabalho principal
1672;Existência de legislação
1674;Instrumentos de Planejamento
1675;Realização de trabalho remoto e teletrabalho
1676;Realização de teletrabalho
1677;Realização de trabalho, trabalho remoto e teletrabalho no domicílio
1678;Frequência do trabalho no domicílio
1679;Existência de computador e acesso à Internet no domicílio
168;Nos últimos 30 dias, em quantos o escolar deixou de ir à escola por não se sentir seguro no caminho de ida ou de volta
1680;Realização de teletrabalho no domicílio
1681;Frequência do teletrabalho no domicílio
1682;Grupo de horas efetivamente trabalhadas na semana de referência em todos os trabalhos e dedicadas às atividades de produção para o próprio consumo
169;Nos últimos 30 dias, em quantos o escolar deixou de ir à escola por não se sentir seguro na escola
17;Origem do leite recebido
170;Nos últimos 30 dias, quantas vezes o escolar foi agredido fisicamente por um adulto da família dele
1700;Realização de teletrabalho fora do domicílio
1702;Recepção de sinal de televisão aberta
1704;Existência de dispositivo inteligente no domicílio
1706;Acesso a serviço pago de streaming de vídeo
1708;Acesso a canais de televisão
1709;Pais de nascimento
171;Nos últimos 30 dias, o escolar esteve envolvido em alguma briga em que alguém foi fisicamente agredido
1710;Existência de rádio no domicílio
1711;Tipos de administração dos estabelecimentos de saúde
1714;Quesito de declaração indígena
1719;Ano de filiação do microempreendedor individual (MEI)
1724;Indicativo de microempreendedor individual (MEI) com empregado
1726;Indicativo de microempreendedor individual (MEI) com endereço na residência
1727;Nacionalidade/país de origem
1728;Indicativo de vínculo prévio e interstício até a filiação do microempreendedor individual (MEI)
1738;Faixas de anos de experiência prévia no mercado formal de trabalho
1739;Tipo de vínculo prévio no mercado formal de trabalho
174;Tipo de família
1742;Indicativo/causa de desligamento
175;Cor ou raça dos chefes das famílias
1756;Indicativo de microempreendedor individual (MEI) com vínculo formal prévio na mesma classe CNAE
176;Classes de rendimento nominal médio mensal familiar
1760;Abertura do microempreendedor individual (MEI)
1761;Classes de atividades (CNAE 2.0)
1762;Classificação Brasileira de Ocupações (CBO)
177;Classes de rendimento nominal médio mensal familiar per capita
1776;Nível na instituição pública
1777;Vacinação contra a COVID-19
178;Tipo de composição familiar
179;Classes de rendimento nominal médio mensal dos chefes das famílias
18;Tipo de rebanho bovino
180;Classes de rendimento real médio mensal familiar
1801;Tomou todas as doses de vacina contra a COVID-19 recomendadas
1804;Principal motivo de não ter tomado todas as doses de vacina recomendadas
1805;Principal motivo de não ter tomado a vacina
1806;Número de vezes que teve COVID-19
1807;Número de vezes que considera que teve COVID-19
1808;Manifestação de sintomas na primeira vez que teve a doença
181;Tipo de parede
1811;Número de doses de vacina já tomadas quando teve a doença pela primeira vez
1812;Manifestação de sintomas na última vez que teve a doença
1814;Permanência de algum sintoma após 30 dias do início da doença ou surgimento de sintoma após esse período
1815;Sintoma apresentado
1817;Existência de canalização de água
182;Tipo de cobertura
1820;Realização de atividade econômica
1821;Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água
1822;Manifestação de sintomas e ocorrência de internação na primeira vez que teve a doença
1824;Existência de moradores menores de 5 anos
1825;Existência de moradores com 60 anos ou mais
1827;Existência de moradores menores de 18 anos
1828;Cor ou raça do responsável pelo domicílio
1829;Nível de instrução do responsável pelo domicílio
183;Lugar de nascimento
1830;Posição na ocupação e categoria do emprego no trabalho principal do responsável pelo domicílio
1832;Fundamento da separação
1834;Número de vezes que teve ou considera que teve COVID-19
1835;Finalidade da produção
1836;Natureza do óbito
1838;Condição de estudante, rede de ensino e curso frequentado
184;Naturalidade em relação ao município
1842;Recebimento de dinheiro do Programa Bolsa Família
1843;Realização de atividade econômica ou produção para o próprio consumo
186;Cor ou raça dos cônjuges dos chefes das famílias
1871;Definição do gasto com com saúde
1872;Sexo da pessoa de referência
1875;Situação na proxy de informalidade no trabalho principal
1876;Forma de aquisição
1879;Presença no CADÚnico
1881;Cor ou raça da pessoa de referência
1885;Presença de cônjuge da pessoa responsável pelo domicílio
1887;Presença de cônjuge da pessoa responsável e filhos da pessoa responsável ou do cônjuge
1897;Tipo de investimento
19;Suínos
1905;Tipo de receita
191;Combustível usado para cozinhar
192;Classes de aluguel nominal mensal domiciliar
193;Tipo de produto extrativo
1933;Ano
194;Tipo de produto da silvicultura
1965;Tempo de procura de trabalho
197;Número de famílias
1973;Número de banheiros de uso exclusivo do domicílio
1975;Número de moradores por cômodos utilizados como dormitório
1977;Presença de máquina de lavar roupas
198;Classes de recebimento mensal domiciliar
1986;Número de moradores com 15 anos ou mais de idade
1988;Número de moradores com 14 anos ou menos de idade
199;Número de cartões de crédito
2;Sexo
20;Equídeos
200;Número de cheques especiais
201;Classes de recebimento mensal familiar
202;Classes de recebimento mensal
2032;Pertencimento étnico indígena da pessoa responsável pelo domicílio
2033;Total de cônjuges da pessoa responsável pelo domicílio
2037;Forma principal de abastecimento de água e existência de canalização no domicílio
204;Frequência à escola
2044;Tipos de domicílios e presença de morador com deficiência
206;Número de pessoas.
2072;Existência de conexão domiciliar à Internet
2075;Classes de hierarquia urbana
2082;Áreas gerais, específicas e detalhadas de formação do curso superior de graduação que concluiu
2083;Lugar de residência 5 anos antes da data de referência
2084;País de residência 5 anos antes da data de referência
2085;Pertencimento étnico quilombola da pessoa responsável pelo domicílio
2086;Cinturão bioclimático
2089;Atividades da indústria
2097;Categorias da Unidade de Conservação
2098;Grupos da Unidade de Conservação
210;Tipo de despesa
2100;Biomas e Classes de Cobertura e Uso da Terra
2101;Modo de produção
212;Classificação das despesas
213;Locais de compra
214;Origem do recebimento
215;Grupos de produtos
216;Grupos e subgrupos de produtos
217;Grupos, subgrupos e produtos
218;Condição do produtor em relação às terras
219;Grupo de atividade econômica
22;Aves
220;Grupos de área total
221;Condição legal das terras
222;Utilização das terras
223;Faixas de idade
224;Espécie de rebanho da pecuária
225;Finalidade do rebanho bovino
226;Produtos da lavoura temporária
227;Produtos da lavoura permanente
228;Produtos da horticultura
229;Produtos da extração vegetal
23;Outros animais de criação
230;Produtos da silvicultura
231;Espécies da silvicultura
232;Ano de nascimento
234;Lugar de residência da mãe
2344;Doses de vacinas
235;Mês do nascimento
236;Mês do registro
237;Local do nascimento
2377;Dependência administrativa do estabelecimento
238;Número de nascidos por parto
239;Grupos de idade da mãe na ocasião do parto
2399;Posição na ocupação
24;Tipo de índice
240;Idade da mãe na ocasião do parto
241;Lugar de nascimento do pai
242;Lugar de nascimento da mãe
243;Lugar de nascimento e residência da mãe
244;Mês de ocorrência
245;Grupo de idade do homem
246;Grupo de idade da mulher
247;Estado civil do homem
248;Estado civil da mulher
249;Nacionalidade do homem
25;Indicadores especiais
250;Nacionalidade da mulher
251;Idade do homem
2511;Tipo de outras receitas
252;Idade das mulheres
253;Lugar de nascimento do homem
254;Lugar de nascimento da mulher
255;Ano de ocorrência
2555;Esfera administrativa
256;Existência de coleta seletiva
257;Local de ocorrência
258;Lugar de residência do(a) falecido(a)
259;Grupos de idade da pessoa falecida
26;Países de destino
260;Idade do(a) falecido(a)
261;Duração da gestação em semanas
2613;Iluminação elétrica
262;Natureza da ação
264;Natureza da ação não consensual
2646;Natureza dos serviços
265;Requerente
266;Tipo de cônjuge
2661;Localização do domicílio
267;Grupos de idade dos cônjuges na data da abertura do processo
268;Sentença proferida
269;Regime de bens do casamento
27;Tipo de mão-de-obra
270;Tipo da família
2703;Natureza jurídica
271;Número de filhos
272;Número filhos
273;Responsável pela guarda dos filhos menores de idade
274;Grupos de idade do marido na data da sentença
275;Grupos de idade da mulher na data da sentença
276;Tempo transcorrido entre as datas do casamento e da sentença
277;Grupos de idade dos cônjuges na data da sentença
278;Tipo do processo
279;Natureza do processo
28;Percentual de ruas pavimentadas exclusivamente com drenagem superficial
280;Condição na ocupação
281;Sexo do responsável pela família
282;Grupos de idade do chefe da família
283;Nível de instrução do chefe da família
284;Origem do recebimento do chefe da família
2848;Setor institucional
285;Grupos de renda monetária dos estabelecimentos agropecuários
286;Forma de declaração da idade
287;Idade
288;Unidade da federação de residência anterior
289;Origem do movimento migratório
29;Características tecnológicas e/associativas
290;Frequência à escola, grau e série
291;Grau
292;Relação com o chefe do domicílio
293;Sexo do responsável pelo domicílio
294;Anos de estudo do chefe da família
2942;Tipo de cultivo
297;Existência e tipo de registro de nascimento
299;Existência de banheiro ou sanitário e esgotamento sanitário
3;Espécie
30;Escolaridade da mãe
300;Existência e número de banheiros de uso exclusivo do domicílio
301;Principal forma de abastecimento de água
3014;Lugar de residência anterior
302;Nacionalidade
303;Unidade da federação de nascimento
304;Grupos de anos em que fixaram residência no país
305;Tempo ininterrupto de residência no município
306;Situação do domicílio de residência em 01.09.1986
307;Situação do domicílio no município de residência anterior
308;Tempo ininterrupto de residência na unidade da federação
309;Existência de energia elétrica
31;Mora com a mãe
310;Lugar do município de residência em 01.09.1986
312;Lugar do município de residência anterior
313;Grupos e tipos de despesa
314;Tipo de projeto
315;Geral, grupo, subgrupo, item e subitem
317;Existência de compartilhamento da responsabilidade pelo domicílio com a pessoa responsável
318;Classes de comércio
319;Faixas de pessoal ocupado
32;Mora com o pai
320;Gêneros de comércio
321;Sexo da pessoa falecida
322;Mês e ano de ocorrência do falecimento
324;Tronco linguístico, família linguística, etnia ou povo
3244;Grupos de cabeças de bovinos
338;Material predominante nas paredes
339;Classes de rendimento total e variação patrimonial mensal familiar
340;Localização do dispositivo coletivo de detenção ou amortecimento de vazão de águas pluviais urbanas
341;Uso de inseminação artificial
342;Faz transferência de embriões
343;Uso de ordenha mecânica
344;Condição de atendimento
345;Tempo transcorrido entre a data do casamento e a data da sentença ou da escritura
346;Direção dos trabalhos do estabelecimento agropecuário
348;Tipo de tratamento de esgoto
350;Existência e tipo de uso a jusante do corpo receptor do esgoto
352;Tipo de caminhão
353;Aplicação dos recursos provenientes da coleta seletiva
354;Forma de disposição no solo
355;Tipo de processamento
357;Existência de coleta domiciliar regular de resíduos sólidos em área de difícil acesso
358;Classes de atividades e descrição de produtos da construção
360;Áreas em que ocorreram inundações e/ou alagamentos
362;Produtos e/ou serviços prestados em tecnologia da informação
363;Faixas de valor de receita
364;Diversificação de produtos
365;Segmentos de atuação
367;Percentis das medidas antropométricas de crianças e adolecentes com atá 19 anos de idade
368;Classes de rendimento monetário e não monetário mensal familiar per capita
369;Tipo de evento da empresa
370;Faixas de pessoal ocupado assalariado
3704;Condição de presença
371;Tipo de evento da unidade local
375;Nível de instrução da mãe
385;Condição de indígena
386;Classes de rendimento nominal mensal domiciliar per capita
387;Situação do domicílio, com indicação da população urbana residente na sede municipal
388;Naturalidade em relação à unidade da federação
39;Tipo de índice(SINAPI)
394;Grupos de alimentos e alimentos
398;Classes simples de percentual em ordem crescente de rendimento dos domicílios particulares permanentes
399;Classes acumuladas de percentual em ordem crescente de rendimento dos domicílios particulares permanentes
4;Setor de atividade
40;Tipo de projeto (até 31/12/1998)
400;Classes simples de percentual em ordem crescente de rendimento per capita dos domicílios particulares permanentes
401;Classes acumuladas de percentual em ordem crescente de rendimento per capita dos domicílios particulares permanentes
405;Indústrias de transformação e atividades (CNAE 2.0)
41;Padrão de acabamento
416;Cadastramento em unidade de saúde da família
419;Produtos e/ou serviços prestados em publicidade e promoção
42;Materiais e serviços
420;Grupos de idade das pessoas ao falecerem
421;Existência de medidor do consumo de energia elétrica
422;Utilização da internet no período de referência dos últimos três meses
424;Finalidade do acesso à internet
425;Motivo de não terem utilizado a internet
426;Condição de estudante
427;Posse de telefone móvel celular para uso pessoal
43;Categorias profissionais
435;Tipo de empresa de publicidade e promoção
44;Existência de empregado doméstico 5 dias ou mais por semana na casa
440;Idade média da agência de publicidade
442;Característica da agência de publicidade
443;Tipo de campanha da agência de publicidade
445;Segmento de atuação da agência de publicidade
450;Tipo de bem roubado no último roubo
452;Tipo de bem furtado no último furto
454;Grupos taxonômicos, hábito ou forma de vida
455;Condição no domicílio e o compartilhamento da responsabilidade pelo domicílio
456;Grandes Regiões e Unidades da Federação das pessoas com quem residiram antes de emigrarem
457;Continentes e países estrangeiros de destino
458;Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio
460;Espécie de unidade doméstica
462;Situação do domicílio da pessoa falecida
463;Classes de atividades industriais e produtos
464;Estado conjugal
465;Frequência à escola ou creche e rede de ensino que frequentavam
467;Existência de características do entorno
468;Local da escola ou creche que frequentavam
469;Local de exercício do trabalho principal
471;Existência de água canalizada e forma de abastecimento
472;Classes de módulo fiscal
4754;Tipos de tarefa
48;Produto das lavouras
482;Etapa de implantação da Agenda 21 Local
483;Frequência das reuniões do Fórum da Agenda 21 Local
49;Ano da safra
490;Tempo habitual de deslocamento para o trabalho
4908;Origem dos rendimentos
491;Existência ou não de pelo menos uma das deficiências investigadas
4917;Anos de estudo
492;Categorias dos estabelecimentos de hospedagem
493;Tipos de estabelecimentos de hospedagem
494;Grupos de unidades habitacionais
495;Tipos de unidades habitacionais
496;Características dos hotéis
498;Condição de falar português no domicílio
499;Condição de falar língua indígena no domicílio
50;Destino do leite resfriado ou não
501;Condição de falar língua indígena no domicílio, tronco e família linguística da primeira língua indígena
505;Condição de falar língua indígena no domicílio e tronco, família linguística, língua indígena de classificação e língua indígena de identificação
507;País de residência anterior
508;Lugar de residência em 31/07/2005
509;País de residência em 31/07/2005
51;Destino do leite pasteurizado
510;Classificação das fundações privadas e associações sem fins lucrativos
511;Classes de aluguel nominal mensal
512;Nível de instrução da pessoa responsável pela família
513;Existência de rendimento
514;Classes de rendimento nominal mensal familiar per capita das famílias com responsável e cônjuge ou companheiro(a)
515;Número de filhos menores de 10 anos ou não economicamente ativos
517;Conclusão de outro curso superior de graduação
518;Nível de instrução mais elevado concluído
519;Áreas gerais, específicas e detalhadas de formação do curso de nível mais elevado concluído
520;Frequência à escola ou creche e curso e série que frequentavam
521;Condição de contribuição para instituto de previdência oficial em qualquer trabalho
526;Condição de contribuição para instituto de previdência oficial no trabalho principal
527;Condição de aposentada ou pensionista de instituto de previdência oficial no mês de referência
535;Seção de atividade (antiga classificação) do trabalho principal
536;Condição de contribuição para instituto de previdência oficial no trabalho principal e em qualquer trabalho
537;Tempo habitual de deslocamento do domicílio para o trabalho principal
538;Frequência à escola e local da escola
539;Situação de ocupação na semana de referência e local de exercício do trabalho principal
540;Classes de rendimento monetário mensal familiar
541;Origem do rendimento
